,genres,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
88537,"Casual, Indie",Obulis,11330,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88538,Indie,Space Giraffe,27800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88539,"Simulation, Strategy",Codename: Panzers - Cold War,9850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
88540,Casual,Escape Rosecliff Island,3600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88541,"RPG, Massively Multiplayer",Guild Wars Nightfall®,29580,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
88542,"RPG, Massively Multiplayer",Guild Wars® Game of the Year Edition,29540,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2005
88543,"RPG, Massively Multiplayer",Guild Wars Factions®,29560,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
88544,"Massively Multiplayer, RPG",Guild Wars Trilogy,29570,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2008
88545,Casual,Puzzle Kingdoms,23700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88546,Casual,Samantha Swift and the Golden Touch,16060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88547,RPG,Two Worlds Epic Edition,1930,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88548,Strategy,Helldorado,18470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88549,"Action, Adventure, RPG",X-Blades,7510,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88550,"Action, Indie",Zeno Clash,22200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88551,Indie,The Maw: Speeder Lane,26007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88552,"RPG, Strategy",King's Bounty: The Legend,25900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008
88553,"Casual, Simulation",Virtual Families,16200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88554,Racing,Death Track®: Resurrection,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88555,"RPG, Strategy",Freedom Force vs. the Third Reich,8890,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005
88556,"RPG, Strategy",Freedom Force,8880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2002
88557,"Indie, Simulation, Strategy",Light of Altair,34500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
88558,"Action, Simulation",Darkest Hour: Europe '44-'45,1280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88559,"Action, Adventure",Prototype™,10150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88560,"Adventure, Indie",Blueberry Garden,29160,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
88561,Strategy,Port Royale 2,12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004
88563,RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
88564,RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,22320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
88566,Adventure,Ankh 2: Heart of Osiris,12440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88567,Simulation,Armored Fist 3,32710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999
88568,Simulation,MiG-29 Fulcrum,32740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998
88569,Strategy,BC Kings,12460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88570,Action,Call of Juarez®: Bound in Blood,21980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88571,Adventure,Nancy Drew®: Legend of the Crystal Skull,31860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88572,Adventure,Nancy Drew®: The Creature of Kapu Cave,31900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88573,Adventure,Nancy Drew®: The Phantom of Venice,31920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88574,Adventure,Nancy Drew®: The White Wolf of Icicle Creek,31930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88575,"Casual, Indie",BRAINPIPE: A Plunge to Unhumanity,35800,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88577,Adventure,Tales of Monkey Island Complete Pack,31170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88578,Action,Street Fighter® IV,21660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88579,"Action, Adventure, Racing, Simulation, Strategy",Thrillville®: Off the Rails™,6080,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2007
88580,Adventure,Indiana Jones® and the Fate of Atlantis™,6010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
88581,Action,Armed and Dangerous®,6090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
88582,Action,"Star Wars: Battlefront 2 (Classic, 2005)",6060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88583,Adventure,Indiana Jones® and the Last Crusade™,32310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
88584,"Action, Adventure",LEGO® Indiana Jones™: The Original Adventures,32330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88585,Adventure,The Secret of Monkey Island: Special Edition,32360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88586,Strategy,Warfare,35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88587,"Action, Racing",Clutch,35310,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88588,Adventure,Nancy Drew®: Ransom of the Seven Ships,31980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88590,Sports,3D Ultra™ Minigolf Adventures,10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
88591,Adventure,King's Quest™ Collection,10100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88592,Action,TimeShift™,10130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88593,Adventure,Space Quest™ Collection,10110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88594,Action,Killing Floor Outbreak Character Pack,1256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88595,"Action, Casual",Aces of the Galaxy™,10120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88596,"Simulation, Strategy",Tropico Reloaded,33520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
88597,Casual,Mystery P.I. - Lost in Los Angeles,3610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88598,Action,Bionic Commando: Rearmed,21680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88599,"Action, Adventure",Bionic Commando,21670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88600,Action,Watchmen: The End is Nigh Part 2,21030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88601,"Action, Indie",Foreign Legion: Buckets of Blood,36000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88602,"Adventure, RPG",STAR WARS™ - Knights of the Old Republic™,32370,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003
88603,"Indie, Casual",Osmos,29180,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88604,RPG,Fallout 2: A Post Nuclear Role Playing Game,38410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
88605,Strategy,Fallout Tactics: Brotherhood of Steel,38420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
88606,Action,Kingpin — Life of Crime,38430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
88609,Adventure,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88610,Casual,Jewel Quest Pack,37960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88611,Casual,Mahjong Quest Collection,38000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88612,"Adventure, Indie","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88613,Action,Tom Clancy's Splinter Cell Chaos Theory®,13570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88615,Strategy,XIII Century – Gold Edition,34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88616,Simulation,World of Zoo,43100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88618,"Action, Adventure",Mini Ninjas,35000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88621,"Adventure, Casual, Indie",Windosill,37600,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88622,Simulation,Train Simulator: Colton &amp; Northern Route Add-On,24029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88623,"Adventure, Casual",Midnight Mysteries,32140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88624,Adventure,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88625,Action,Joint Operations: Combined Arms Gold,32770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88626,Simulation,Train Simulator: US Loco &amp; Asset Pack,208306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88627,Simulation,DinerTown Tycoon,37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88628,Simulation,Train Simulator: European Loco &amp; Asset Pack,208300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88629,RPG,Risen,40300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88630,Casual,Flora's Fruit Farm,35070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88631,Strategy,Empire: Total War™ - The Warpath Campaign,10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88632,"Adventure, Indie",Machinarium,40700,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88633,Action,Medal of Honor: Airborne,24840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88634,Racing,Need for Speed: Shift,24870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88635,RPG,Torchlight,41500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88636,Strategy,Command &amp; Conquer: Red Alert 3 - Uprising,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88637,Strategy,The Stronghold Collection,901735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88638,Strategy,East India Company: Privateer,42800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88639,Action,Painkiller: Resurrection,39560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88640,"RPG, Strategy",SpellForce 2 - Anniversary Edition,39550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009
88641,Adventure,Secret Files: Tunguska,40330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88642,Strategy,Rush for Berlin Gold,40320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88643,Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88644,Strategy,Men of War: Red Tide,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88645,"Action, Indie",Hammerfight,41100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88646,"Action, RPG",SpellForce - Platinum Edition,39540,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88647,Strategy,Massive Assault: Phantom Renaissance,34640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
88648,Strategy,Massive Assault,34630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
88650,"Action, Indie",Serious Sam HD: The First Encounter,41000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88651,Adventure,Secret Files 2: Puritas Cordis,40340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88652,RPG,Dragon Age: Origins,17450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88653,"Action, RPG, Indie",Aztaka,37100,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
88654,"Indie, Casual",Magnetis,37500,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88655,Strategy,For The Glory: A Europa Universalis Game,42810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88656,Action,Call of Duty®: Modern Warfare® 2,10180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88657,Adventure,LEGO® Star Wars™ - The Complete Saga,32440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88658,RPG,Overlord™,11450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
88659,RPG,Overlord™: Raising Hell,12710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
88660,Strategy,Command &amp; Conquer 3: Tiberium Wars,24790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
88661,"Indie, Casual",Yumsters 2: Around the World,29120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88662,Strategy,Command &amp; Conquer 3: Kane's Wrath,24810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88663,"Indie, Simulation, Strategy",Gratuitous Space Battles,41800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
88664,Simulation,Wings of Prey,45300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88665,"Action, Adventure, RPG",The Bard's Tale,41900,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005
88666,Action,Defence Alliance 2,35420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88667,Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,32430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88669,RPG,Fallout 3: Game of the Year Edition,22370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88670,"Strategy, Indie, Simulation",Gratuitous Space Battles: The Tribe,41802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
88671,Simulation,Build-A-Lot,38080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007
88672,Simulation,Build-A-Lot 2: Town of the Year,38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
88673,Simulation,Build-A-Lot 3: Passport to Europe,38100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88674,"Casual, Simulation",Coconut Queen,38070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88675,Casual,Roogoo,38210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88676,"Action, Adventure",Devil May Cry 4,45700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88677,"Action, Indie, RPG",Avencast: Rise of the Mage,46410,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010
88678,Simulation,Build-A-Lot 4: Power Source,38110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88679,"Action, Free to Play, Indie","Pirates, Vikings, and Knights II",17570,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
88680,Casual,Farm Frenzy 2,38130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88681,Casual,Farm Frenzy 3: American Pie,38160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88682,Casual,Farm Frenzy 3,38150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88683,Casual,Farm Frenzy,38120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88684,Casual,Farm Frenzy: Pizza Party,38140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88685,Casual,Cake Mania Main Street™,36300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88686,"Strategy, Casual",Westward® IV: All Aboard,36310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88687,"Adventure, Casual",Iron Roses,36320,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88688,Strategy,UFO: Extraterrestrials Gold,37030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88689,Adventure,LEGO® Indiana Jones™ 2: The Adventure Continues,32450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88691,"Action, Indie, Racing",Super Laser  Racer,44100,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010
88692,Strategy,Hearts of Iron III: Soviet Infantry Pack DLC,25960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88693,Action,NecroVisioN: Lost Company,46250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88694,Casual,Cradle of Persia,38180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88695,Action,Aliens vs. Predator Swarm Map Pack,10695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88696,"Action, Indie",Serious Sam Classic: The First Encounter,41050,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
88697,Simulation,Train Simulator: Fort Kent to Eagle Lake Route Add-On,24055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88698,"Action, RPG",Mount &amp; Blade: Warband,48700,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88699,Action,Coniclysm,39900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88700,"Action, Indie",Plain Sight,49900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88701,Action,Lead and Gold: Gangs of the Wild West,42120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88702,Action,Grand Theft Auto: Episodes from Liberty City,12220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88703,"Action, Adventure",Dark Void™ Zero,45730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88704,Indie,Fortix,45400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88705,"Action, Casual, Indie",Beat Hazard,49600,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88706,Adventure,Sam &amp; Max: The Devil’s Playhouse,901399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88707,"Simulation, Strategy",M.U.D. TV,43500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010
88708,Simulation,Wings of Luftwaffe Add-on,45302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88709,"Adventure, Indie",The Misadventures of P.B. Winterbottom,40930,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88710,Action,AquaNox 2: Revelation,39640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
88711,Action,AquaNox,39630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
88712,"Casual, Indie",Fluttabyes,23150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88713,Casual,Hidden Expedition: Titanic,50940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88714,"Casual, Indie",Hidden Expedition: Amazon,50920,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88715,Strategy,Napoleon: Total War™ - Coalition Battle Pack,34178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88716,Casual,Fitness Dash™,37340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88717,Casual,Gemini Lost™,37390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88718,Casual,DinerTown Detective Agency™,37310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88720,Casual,Hotel Dash™ Suite Success™,49000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88721,Casual,Nightshift Legacy: The Jaguar's Eye™,37330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88722,Casual,The Nightshift Code™,37320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88723,Casual,TriJinx: A Kristine Kross Mystery™,37370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88724,Casual,Valerie Porter and the Scarlet Scandal™,37380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88725,"Action, Adventure, Casual",Biozone,19080,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88727,"Action, Adventure",Rocket Knight,19030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88729,"Action, Indie",Flight of the Icarus,49800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88730,Casual,Puzzler World,33650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88731,"Action, Adventure",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,901478,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88732,"Casual, Indie",Ziro,33660,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88733,Action,Altered Beast™,34281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88734,Action,Comix Zone™,34272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88735,"Action, Adventure, Casual, RPG",SEGA Mega Drive and Genesis Classics,34270,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88736,Action,Golden Axe™,34276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88737,Action,Ecco the Dolphin™,34274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88738,Strategy,Gain Ground™,34275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88739,Action,Shinobi™ III: Return of the Ninja Master,34277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88740,Action,Crack Down™,34273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88741,Action,VectorMan™,34280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88743,Action,Shadow Dancer™,34282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88744,Action,Space Harrier™ II,34279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88745,"Action, RPG",Alpha Protocol™,34010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88746,Action,Alien Breed: Impact,22610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88747,RPG,Fallout 3 - Point Lookout,22440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
